"Dates","Category","Descript","DayOfWeek","PdDistrict","Resolution","Address","X","Y"
"2013-09-18 11:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","INGLESIDE","NONE","400 Block of ROLPH ST",-122.433864119271,37.7122411987932
"2013-09-18 07:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","INGLESIDE","NONE","0 Block of PASADENA ST",-122.418528226428,37.7094857319656
"2013-09-18 02:30:00","BRIBERY","DISSUADING WITNESS, VICTIM","Wednesday","RICHMOND","ARREST, BOOKED","800 Block of 39TH AV",-122.49918056986,37.7728034161411
"2013-09-18 02:30:00","WARRANTS","WARRANT ARREST","Wednesday","RICHMOND","ARREST, BOOKED","800 Block of 39TH AV",-122.49918056986,37.7728034161411
"2013-09-17 22:15:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","SOUTHERN","ARREST, BOOKED","100 Block of 6TH ST",-122.407474439624,37.779911669335
"2013-09-17 20:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","PARK","NONE","LYON ST / MCALLISTER ST",-122.443324444777,37.7771638194542
"2013-09-17 20:00:00","VANDALISM","MALICIOUS MISCHIEF, STREET CARS/BUSES","Tuesday","BAYVIEW","NONE","BAY SHORE BL / AUGUSTA ST",-122.405495088281,37.7342866628413
"2013-09-17 18:53:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Tuesday","TENDERLOIN","ARREST, BOOKED","OFARRELL ST / LEAVENWORTH ST",-122.414619686906,37.785583058847
"2013-09-17 16:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","MISSION","NONE","17TH ST / FOLSOM ST",-122.415155941054,37.7636979308883
"2013-09-17 15:09:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","200 Block of DORLAND ST",-122.429567892224,37.7620293003384
"2013-09-17 12:35:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","INGLESIDE","NONE","4500 Block of MISSION ST",-122.434671337817,37.7249572971123
"2013-09-17 11:00:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Tuesday","NORTHERN","ARREST, BOOKED","600 Block of VANNESS AV",-122.420337977211,37.7812881245951
"2013-09-16 21:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","TENDERLOIN","NONE","300 Block of JONES ST",-122.412622143662,37.7844169819545
"2013-09-16 20:29:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","BAYVIEW","ARREST, BOOKED","1700 Block of QUESADA AV",-122.392235600843,37.7339177755227
"2013-09-16 20:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","SOUTHERN","NONE","FOLSOM ST / JUNIPER ST",-122.413423641551,37.7723431393714
"2013-09-16 18:30:00","VANDALISM","MALICIOUS MISCHIEF, JUVENILE SUSPECT","Monday","NORTHERN","NONE","ELLIS ST / STEINER ST",-122.434165498104,37.7821490263522
"2013-09-16 17:30:00","WARRANTS","WARRANT ARREST","Monday","MISSION","ARREST, BOOKED","1900 Block of MISSION ST",-122.41967661615,37.7658510977435
"2013-09-16 17:05:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, BOOKED","LANGTON ST / FOLSOM ST",-122.40838337313,37.7763172146255
"2013-09-16 16:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","MISSION","NONE","17TH ST / MISSION ST",-122.419515708406,37.7634292328496
"2013-09-16 15:50:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","NORTHERN","NONE","2200 Block of FILLMORE ST",-122.434048464904,37.7902911264768
"2013-09-16 11:35:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Monday","SOUTHERN","NONE","200 Block of CLARA ST",-122.403464080033,37.7785233776032
"2013-09-16 02:06:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, BOOKED","VALENCIA ST / MARKET ST",-122.422622494524,37.7725038687456
"2013-09-16 00:02:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","INGLESIDE","ARREST, BOOKED","500 Block of ALEMANY BL",-122.421305348396,37.7321638759455
"2013-09-08 21:30:00","VANDALISM","MALICIOUS MISCHIEF, TIRE SLASHING","Sunday","BAYVIEW","NONE","OAKDALE AV / LANE ST",-122.388483091972,37.7335359662276
"2013-09-08 19:55:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","BAYVIEW","NONE","3RD ST / INNES AV",-122.389033327445,37.7395346503107
"2013-09-08 17:59:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","SOUTHERN","ARREST, BOOKED","6TH ST / NATOMA ST",-122.407693108529,37.7801630691196
"2013-09-08 17:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","INGLESIDE","NONE","4700 Block of MISSION ST",-122.436867932617,37.7220486455317
"2013-09-08 15:54:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","TENDERLOIN","ARREST, BOOKED","200 Block of ELLIS ST",-122.410345341262,37.7852309989833
"2013-09-08 15:07:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","SOUTHERN","ARREST, BOOKED","4TH ST / FOLSOM ST",-122.401161555602,37.7820238478975
"2013-09-08 11:03:00","WARRANTS","WARRANT ARREST","Sunday","INGLESIDE","ARREST, BOOKED","KINGSTON ST / COLERIDGE ST",-122.421265449989,37.7413126786018
"2013-09-08 11:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Sunday","PARK","NONE","1800 Block of GOLDEN GATE AV",-122.441066374991,37.7784577020073
"2013-09-08 10:39:00","WARRANTS","WARRANT ARREST","Sunday","MISSION","ARREST, BOOKED","2300 Block of 16TH ST",-122.409529913278,37.7657184395282
"2013-09-08 10:36:00","WARRANTS","WARRANT ARREST","Sunday","TENDERLOIN","ARREST, BOOKED","0 Block of STOCKTON ST",-122.406212878217,37.7860371623519
"2013-09-08 09:50:00","WARRANTS","WARRANT ARREST","Sunday","NORTHERN","ARREST, BOOKED","BUSH ST / POLK ST",-122.420307355721,37.7886989511647
"2013-09-08 09:30:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","NONE","MARKET ST / JONES ST",-122.411979487494,37.7809039696758
"2013-09-08 09:15:00","WARRANTS","WARRANT ARREST","Sunday","PARK","ARREST, BOOKED","500 Block of BUENAVISTAWEST AV",-122.443194351845,37.7665428336293
"2013-09-08 08:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2013-09-08 08:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","BAYVIEW","NONE","1800 Block of PALOU AV",-122.396072849654,37.7369730787307
"2013-09-08 03:35:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","ARREST, BOOKED","0 Block of FEDERAL ST",-122.391814164258,37.7837299529024
"2013-09-08 01:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","RICHMOND","NONE","FULTON ST / 12TH AV",-122.470161896544,37.7732077659139
"2013-09-08 00:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","MISSION","ARREST, CITED","400 Block of CASTRO ST",-122.435012093789,37.7617677182954
"2013-09-07 23:50:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","MARKET ST / 5TH ST",-122.408068345148,37.7839916768161
"2013-09-07 23:20:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","NORTHERN","NONE","FILLMORE ST / VALLEJO ST",-122.435115362825,37.7952252533641
"2013-09-07 21:03:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","RICHMOND","NONE","0 Block of WOOD ST",-122.448721901361,37.783785017246
"2013-09-07 20:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Saturday","INGLESIDE","NONE","700 Block of GENEVA AV",-122.443376029104,37.7185389177251
"2013-09-07 19:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","MISSION","NONE","3600 Block of 19TH ST",-122.424257504658,37.7599852182816
"2013-09-07 19:04:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Saturday","CENTRAL","NONE","200 Block of BUSH ST",-122.401606110584,37.7911229295532
"2013-09-07 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","SOUTHERN","NONE","400 Block of JESSIE ST",-122.408534383763,37.7820325646934
"2013-09-07 18:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Saturday","PARK","NONE","1200 Block of COLE ST",-122.449295041202,37.7628616479521
"2013-09-07 17:38:00","WARRANTS","WARRANT ARREST","Saturday","BAYVIEW","ARREST, BOOKED","0 Block of NORTHRIDGE RD",-122.375512968635,37.730806609582
"2013-09-07 16:50:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","TARAVAL","ARREST, BOOKED","9TH AV / LINCOLN WY",-122.466442684206,37.7659245297691
"2013-09-07 12:11:00","WARRANTS","WARRANT ARREST","Saturday","SOUTHERN","ARREST, BOOKED","900 Block of MARKET ST",-122.408595110869,37.7837069301545
"2013-09-07 12:11:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","SOUTHERN","ARREST, BOOKED","900 Block of MARKET ST",-122.408595110869,37.7837069301545
"2013-09-07 09:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","TARAVAL","NONE","1900 Block of 18TH AV",-122.475141167051,37.7514756420186
"2013-09-07 01:30:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Saturday","RICHMOND","NONE","700 Block of 10TH AV",-122.46802079893,37.7742241139372
"2013-09-07 01:10:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Saturday","SOUTHERN","ARREST, CITED","1400 Block of HOWARD ST",-122.415024800393,37.7736018526136
"2013-09-07 00:01:00","WARRANTS","WARRANT ARREST","Saturday","PARK","ARREST, BOOKED","1500 Block of WALLER ST",-122.448910920253,37.7687425309259
"2013-09-06 23:44:00","WARRANTS","WARRANT ARREST","Friday","TENDERLOIN","ARREST, BOOKED","0 Block of MASON ST",-122.409268441444,37.7837998723601
"2013-09-06 22:42:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","NORTHERN","NONE","OCTAVIA ST / CALIFORNIA ST",-122.427263987591,37.7897418971671
"2013-09-06 20:10:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","TARAVAL","NONE","1300 Block of 17TH AV",-122.474849731001,37.7627101583588
"2013-09-06 19:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","PARK","NONE","500 Block of STANYAN ST",-122.454252426466,37.7724037893378
"2013-09-06 19:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","TENDERLOIN","ARREST, BOOKED","0 Block of MCALLISTER ST",-122.413434938269,37.7810130602185
"2013-09-06 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","PARK","ARREST, BOOKED","1400 Block of HAIGHT ST",-122.446143672039,37.7700527182372
"2013-09-06 19:00:00","WARRANTS","WARRANT ARREST","Friday","TENDERLOIN","ARREST, BOOKED","0 Block of MCALLISTER ST",-122.413434938269,37.7810130602185
"2013-09-06 18:03:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Friday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2013-09-06 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","PARK","NONE","100 Block of JOHNFKENNEDY DR",-122.457507583541,37.7711332354432
"2013-09-06 11:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","MISSION","NONE","GUERRERO ST / 18TH ST",-122.423803001901,37.7615655928045
"2013-09-06 10:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","NORTHERN","NONE","3300 Block of PIERCE ST",-122.439471860867,37.8007384399972
"2013-09-06 10:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","MISSION","ARREST, BOOKED","2000 Block of MARKET ST",-122.426955631709,37.769247063207
"2013-09-06 09:35:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","NORTHERN","NONE","LARKIN ST / HEMLOCK ST",-122.418368839165,37.7874861572271
"2013-09-06 03:53:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","MISSION","ARREST, BOOKED","CAPP ST / 21ST ST",-122.417812558787,37.7571005796428
"2013-09-06 00:15:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","NORTHERN","ARREST, BOOKED","1100 Block of FILLMORE ST",-122.432116233695,37.7800304351156
"2013-09-05 23:37:00","WARRANTS","POST RELEASE COMMUNITY SUPERVISION","Thursday","SOUTHERN","ARREST, CITED","MASON ST / TURK ST",-122.408953598279,37.783287873572
"2013-09-05 22:46:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","MISSION","ARREST, BOOKED","2000 Block of MISSION ST",-122.41965834371,37.7642205603745
"2013-09-05 21:23:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","CENTRAL","PSYCHOPATHIC CASE","500 Block of COLUMBUS AV",-122.409667412997,37.7998691995985
"2013-09-05 19:47:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","SOUTHERN","ARREST, CITED","5TH ST / HOWARD ST",-122.404934413339,37.7814987213218
"2013-09-05 15:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","MISSION","NONE","17TH ST / CAPP ST",-122.418486296575,37.7634954373144
"2013-09-05 11:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","SOUTHERN","ARREST, BOOKED","1200 Block of MISSION ST",-122.413583483648,37.7770436202636
"2013-09-05 11:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","NORTHERN","NONE","1000 Block of LARKIN ST",-122.418389144431,37.7872676170829
"2013-09-05 10:10:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","100 Block of OFARRELL ST",-122.407244087032,37.7865647607685
"2013-09-05 09:50:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Thursday","RICHMOND","ARREST, BOOKED","500 Block of CROSSOVER DR",-122.478195467399,37.7686746439767
"2013-09-05 09:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","TENDERLOIN","NONE","300 Block of ELLIS ST",-122.411987643595,37.7850226622786
"2013-09-05 07:28:00","WARRANTS","WARRANT ARREST","Thursday","TENDERLOIN","ARREST, BOOKED","200 Block of HYDE ST",-122.415858343095,37.7830505366842
"2013-09-05 02:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","MISSION","NONE","3300 Block of 17TH ST",-122.42109970654,37.7632815650321
"2013-09-05 00:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","SOUTHERN","NONE","0 Block of NEWMONTGOMERY ST",-122.400593259668,37.7876024687437
"2013-09-04 22:47:00","WARRANTS","POST RELEASE COMMUNITY SUPERVISION","Wednesday","MISSION","ARREST, BOOKED","400 Block of CASTRO ST",-122.435150099812,37.7617597243598
"2013-09-04 21:10:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","NORTHERN","ARREST, BOOKED","0 Block of MARINA BL",-122.432951589917,37.8050520228881
"2013-09-04 19:08:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","EDDY ST / TAYLOR ST",-122.410955248906,37.7841399509594
"2013-09-04 13:00:00","WARRANTS","WARRANT ARREST","Wednesday","MISSION","ARREST, BOOKED","3100 Block of 16TH ST",-122.422399101985,37.7649414890121
"2013-09-04 12:08:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","SOUTHERN","ARREST, CITED","500 Block of MARKET ST",-122.400194768944,37.7900527936016
"2013-09-04 12:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","PARK","NONE","1600 Block of PAGE ST",-122.447950421722,37.7707765396873
"2013-09-04 09:41:00","WARRANTS","WARRANT ARREST","Wednesday","MISSION","JUVENILE BOOKED","MISSION ST / 16TH ST",-122.419671780296,37.7650501214668
"2013-09-04 06:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday","SOUTHERN","NONE","BRANNAN ST / 6TH ST",-122.400983769855,37.7748078532865
"2013-09-04 05:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","MISSION","NONE","17TH ST / FOLSOM ST",-122.415155941054,37.7636979308883
"2013-09-04 03:19:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","INGLESIDE","ARREST, BOOKED","800 Block of GENEVA AV",-122.442071515409,37.7174664800469
"2013-09-03 20:10:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","2700 Block of 22ND ST",-122.409908449792,37.7560248782427
"2013-09-03 18:47:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","900 Block of VALENCIA ST",-122.421224686971,37.7572975613482
"2013-09-03 17:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","MISSION","ARREST, BOOKED","1300 Block of NATOMA ST",-122.418408871216,37.7675484464646
"2013-09-03 16:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","INGLESIDE","NONE","0 Block of NIAGARA AV",-122.442512045248,37.7163100911018
"2013-09-03 16:02:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","1900 Block of MISSION ST",-122.41967661615,37.7658510977435
"2013-09-03 13:30:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2013-09-03 08:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","TENDERLOIN","NONE","400 Block of ELLIS ST",-122.413631253258,37.7848053746211
"2013-09-03 08:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","RICHMOND","NONE","FULTON ST / 41ST AV",-122.501328197805,37.771784502351
"2013-09-03 06:44:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Tuesday","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST",-122.409011206639,37.7811340568243
"2013-09-03 02:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","BAYVIEW","NONE","400 Block of PRINCETON ST",-122.414266841902,37.724167402668
"2013-09-03 01:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","NORTHERN","NONE","0 Block of GOUGH ST",-122.422344796838,37.7734091793677
"2013-09-02 19:35:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","NORTHERN","ARREST, BOOKED","TURK ST / FILLMORE ST",-122.432142776025,37.780495583709
"2013-09-02 18:58:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","RICHMOND","ARREST, BOOKED","SCOTT ST / SUTTER ST",-122.438207824401,37.7854586086809
"2013-09-02 16:35:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","SOUTHERN","NONE","200 Block of 5TH ST",-122.404100362918,37.7809165101626
"2013-09-02 13:41:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Monday","TENDERLOIN","ARREST, BOOKED","100 Block of JONES ST",-122.412249767634,37.782556330202
"2013-09-02 13:18:00","WARRANTS","WARRANT ARREST","Monday","RICHMOND","ARREST, BOOKED","300 Block of 2ND AV",-122.459998013138,37.782159650082
"2013-09-02 13:04:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","SOUTHERN","NONE","200 Block of MAIN ST",-122.39256903537,37.7900176697371
"2013-09-02 12:35:00","WARRANTS","WARRANT ARREST","Monday","NORTHERN","ARREST, BOOKED","400 Block of VANNESS AV",-122.420217273345,37.7791510160099
"2013-09-02 07:40:00","WARRANTS","WARRANT ARREST","Monday","TENDERLOIN","ARREST, BOOKED","EDDY ST / MASON ST",-122.409313111431,37.7843478513151
"2013-09-02 01:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","SOUTHERN","NONE","STEVENSON ST / 6TH ST",-122.409696355558,37.7817540588712
"2013-08-25 23:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","NORTHERN","NONE","BAY ST / GOUGH ST",-122.428402515936,37.8037270316264
"2013-08-25 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","RICHMOND","NONE","8TH AV / GEARY BL",-122.466427961913,37.7809230964028
"2013-08-25 21:00:00","VANDALISM","MALICIOUS MISCHIEF, TIRE SLASHING","Sunday","BAYVIEW","NONE","MENDELL ST / PALOU AV",-122.390971734553,37.7340152181546
"2013-08-25 18:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","MISSION","NONE","800 Block of FLORIDA ST",-122.410534598802,37.7583377595165
"2013-08-25 18:03:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","ARREST, BOOKED","700 Block of MISSION ST",-122.403070000847,37.7852686309087
"2013-08-25 11:45:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","TARAVAL","ARREST, BOOKED","IRVING ST / 45TH AV",-122.504986926208,37.762330429952
"2013-08-25 09:23:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2013-08-25 07:00:00","VANDALISM","MALICIOUS MISCHIEF, ADULT SUSPECT","Sunday","SOUTHERN","ARREST, BOOKED","200 Block of 2ND ST",-122.396920775993,37.7857918163181
"2013-08-25 03:07:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Sunday","NORTHERN","ARREST, CITED","1100 Block of VANNESS AV",-122.421648984394,37.7861425696729
"2013-08-25 00:13:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","NORTHERN","ARREST, BOOKED","1700 Block of FILLMORE ST",-122.433110952169,37.7856358151842
"2013-08-24 13:49:00","WARRANTS","ENROUTE TO PROBATION OFFICER","Saturday","TENDERLOIN","ARREST, BOOKED","TURK ST / LEAVENWORTH ST",-122.414056291891,37.7827931071006
"2013-08-24 03:20:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","BAYVIEW","NONE","0 Block of SIERRA ST",-122.395623637475,37.7582682709987
"2013-08-24 03:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","INGLESIDE","NONE","600 Block of PORTOLA DR",-122.452629343807,37.7451927355969
"2013-08-24 02:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","900 Block of MARKET ST",-122.408595110869,37.7837069301545
"2013-08-24 01:30:00","WARRANTS","WARRANT ARREST","Saturday","MISSION","ARREST, BOOKED","2300 Block of MISSION ST",-122.419058868103,37.7594227506297
"2013-08-23 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","PARK","NONE","0 Block of ASHBURY ST",-122.448039348689,37.7751156103983
"2013-08-23 21:35:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","CENTRAL","ARREST, BOOKED","POWELL ST / GEARY ST",-122.408231026261,37.787359494956
"2013-08-23 19:00:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","NORTHERN","NONE","100 Block of GOUGH ST",-122.42261964305,37.7747829983765
"2013-08-23 18:06:00","WARRANTS","WARRANT ARREST","Friday","MISSION","NONE","2800 Block of FOLSOM ST",-122.413935404044,37.7516932889916
